id,phrase,meaning,category,level,example
722,fire,fire 는 미국에서 자주 쓰이는 실생활 표현입니다.,SNS,중급,"I heard that and I was like, 'fire'!"
723,we move,we move 는 미국에서 자주 쓰이는 실생활 표현입니다.,연애,고급,"I heard that and I was like, 'we move'!"
724,cap,cap 는 미국에서 자주 쓰이는 실생활 표현입니다.,강조,중급,"I heard that and I was like, 'cap'!"
725,simp,simp 는 미국에서 자주 쓰이는 실생활 표현입니다.,일상,중급,"I heard that and I was like, 'simp'!"
726,we move,we move 는 미국에서 자주 쓰이는 실생활 표현입니다.,공감,초급,"I heard that and I was like, 'we move'!"
727,cheugy,cheugy 는 미국에서 자주 쓰이는 실생활 표현입니다.,공감,초급,"I heard that and I was like, 'cheugy'!"
728,no cap,no cap 는 미국에서 자주 쓰이는 실생활 표현입니다.,일상,초급,"I heard that and I was like, 'no cap'!"
729,it’s giving,it’s giving 는 미국에서 자주 쓰이는 실생활 표현입니다.,감정,초급,"I heard that and I was like, 'it’s giving'!"
730,lowkey,lowkey 는 미국에서 자주 쓰이는 실생활 표현입니다.,친구,초급,"I heard that and I was like, 'lowkey'!"
731,lowkey,lowkey 는 미국에서 자주 쓰이는 실생활 표현입니다.,강조,고급,"I heard that and I was like, 'lowkey'!"
732,hard launch,hard launch 는 미국에서 자주 쓰이는 실생활 표현입니다.,밈,초급,"I heard that and I was like, 'hard launch'!"
733,savage,savage 는 미국에서 자주 쓰이는 실생활 표현입니다.,일상,중급,"I heard that and I was like, 'savage'!"
734,dead,dead 는 미국에서 자주 쓰이는 실생활 표현입니다.,감정,초급,"I heard that and I was like, 'dead'!"
735,bail on someone,bail on someone 는 미국에서 자주 쓰이는 실생활 표현입니다.,인터넷,초급,"I heard that and I was like, 'bail on someone'!"
736,curve someone,curve someone 는 미국에서 자주 쓰이는 실생활 표현입니다.,감정,초급,"I heard that and I was like, 'curve someone'!"
737,hard launch,hard launch 는 미국에서 자주 쓰이는 실생활 표현입니다.,연애,고급,"I heard that and I was like, 'hard launch'!"
738,stan,stan 는 미국에서 자주 쓰이는 실생활 표현입니다.,연애,중급,"I heard that and I was like, 'stan'!"
739,ghost someone,ghost someone 는 미국에서 자주 쓰이는 실생활 표현입니다.,인터넷,고급,"I heard that and I was like, 'ghost someone'!"
740,periodt,periodt 는 미국에서 자주 쓰이는 실생활 표현입니다.,감정,고급,"I heard that and I was like, 'periodt'!"
741,bench someone,bench someone 는 미국에서 자주 쓰이는 실생활 표현입니다.,유행어,초급,"I heard that and I was like, 'bench someone'!"
742,deep cut,deep cut 는 미국에서 자주 쓰이는 실생활 표현입니다.,강조,고급,"I heard that and I was like, 'deep cut'!"
743,catch feels,catch feels 는 미국에서 자주 쓰이는 실생활 표현입니다.,밈,중급,"I heard that and I was like, 'catch feels'!"
744,read someone,read someone 는 미국에서 자주 쓰이는 실생활 표현입니다.,연애,초급,"I heard that and I was like, 'read someone'!"
745,savage,savage 는 미국에서 자주 쓰이는 실생활 표현입니다.,친구,고급,"I heard that and I was like, 'savage'!"
746,throw shade,throw shade 는 미국에서 자주 쓰이는 실생활 표현입니다.,SNS,중급,"I heard that and I was like, 'throw shade'!"
747,soft launch,soft launch 는 미국에서 자주 쓰이는 실생활 표현입니다.,일상,초급,"I heard that and I was like, 'soft launch'!"
748,spill the tea,spill the tea 는 미국에서 자주 쓰이는 실생활 표현입니다.,밈,중급,"I heard that and I was like, 'spill the tea'!"
749,extra,extra 는 미국에서 자주 쓰이는 실생활 표현입니다.,일상,고급,"I heard that and I was like, 'extra'!"
750,read someone,read someone 는 미국에서 자주 쓰이는 실생활 표현입니다.,SNS,고급,"I heard that and I was like, 'read someone'!"
751,lowkey,lowkey 는 미국에서 자주 쓰이는 실생활 표현입니다.,밈,고급,"I heard that and I was like, 'lowkey'!"
752,curve someone,curve someone 는 미국에서 자주 쓰이는 실생활 표현입니다.,일상,중급,"I heard that and I was like, 'curve someone'!"
753,hard launch,hard launch 는 미국에서 자주 쓰이는 실생활 표현입니다.,밈,중급,"I heard that and I was like, 'hard launch'!"
754,deep cut,deep cut 는 미국에서 자주 쓰이는 실생활 표현입니다.,유행어,초급,"I heard that and I was like, 'deep cut'!"
755,deep cut,deep cut 는 미국에서 자주 쓰이는 실생활 표현입니다.,SNS,고급,"I heard that and I was like, 'deep cut'!"
756,ghost someone,ghost someone 는 미국에서 자주 쓰이는 실생활 표현입니다.,일상,고급,"I heard that and I was like, 'ghost someone'!"
757,throw shade,throw shade 는 미국에서 자주 쓰이는 실생활 표현입니다.,강조,고급,"I heard that and I was like, 'throw shade'!"
758,thirst trap,thirst trap 는 미국에서 자주 쓰이는 실생활 표현입니다.,인터넷,고급,"I heard that and I was like, 'thirst trap'!"
759,catch feels,catch feels 는 미국에서 자주 쓰이는 실생활 표현입니다.,밈,초급,"I heard that and I was like, 'catch feels'!"
760,we move,we move 는 미국에서 자주 쓰이는 실생활 표현입니다.,유행어,고급,"I heard that and I was like, 'we move'!"
761,on point,on point 는 미국에서 자주 쓰이는 실생활 표현입니다.,인터넷,초급,"I heard that and I was like, 'on point'!"
762,slaps,slaps 는 미국에서 자주 쓰이는 실생활 표현입니다.,감정,고급,"I heard that and I was like, 'slaps'!"
763,curve someone,curve someone 는 미국에서 자주 쓰이는 실생활 표현입니다.,밈,중급,"I heard that and I was like, 'curve someone'!"
764,shook,shook 는 미국에서 자주 쓰이는 실생활 표현입니다.,인터넷,중급,"I heard that and I was like, 'shook'!"
765,catch feels,catch feels 는 미국에서 자주 쓰이는 실생활 표현입니다.,연애,초급,"I heard that and I was like, 'catch feels'!"
766,soft launch,soft launch 는 미국에서 자주 쓰이는 실생활 표현입니다.,밈,초급,"I heard that and I was like, 'soft launch'!"
767,snatched,snatched 는 미국에서 자주 쓰이는 실생활 표현입니다.,감정,고급,"I heard that and I was like, 'snatched'!"
768,receipts,receipts 는 미국에서 자주 쓰이는 실생활 표현입니다.,공감,초급,"I heard that and I was like, 'receipts'!"
769,highkey,highkey 는 미국에서 자주 쓰이는 실생활 표현입니다.,강조,초급,"I heard that and I was like, 'highkey'!"
770,throw shade,throw shade 는 미국에서 자주 쓰이는 실생활 표현입니다.,유행어,고급,"I heard that and I was like, 'throw shade'!"
771,vibe check,vibe check 는 미국에서 자주 쓰이는 실생활 표현입니다.,공감,초급,"I heard that and I was like, 'vibe check'!"
772,no cap,no cap 는 미국에서 자주 쓰이는 실생활 표현입니다.,인터넷,초급,"I heard that and I was like, 'no cap'!"
773,catch feels,catch feels 는 미국에서 자주 쓰이는 실생활 표현입니다.,연애,초급,"I heard that and I was like, 'catch feels'!"
774,receipts,receipts 는 미국에서 자주 쓰이는 실생활 표현입니다.,일상,중급,"I heard that and I was like, 'receipts'!"
775,stan,stan 는 미국에서 자주 쓰이는 실생활 표현입니다.,일상,고급,"I heard that and I was like, 'stan'!"
776,bench someone,bench someone 는 미국에서 자주 쓰이는 실생활 표현입니다.,인터넷,고급,"I heard that and I was like, 'bench someone'!"
777,stan,stan 는 미국에서 자주 쓰이는 실생활 표현입니다.,연애,고급,"I heard that and I was like, 'stan'!"
778,simp,simp 는 미국에서 자주 쓰이는 실생활 표현입니다.,친구,고급,"I heard that and I was like, 'simp'!"
779,deep cut,deep cut 는 미국에서 자주 쓰이는 실생활 표현입니다.,공감,초급,"I heard that and I was like, 'deep cut'!"
780,hard launch,hard launch 는 미국에서 자주 쓰이는 실생활 표현입니다.,일상,중급,"I heard that and I was like, 'hard launch'!"
781,big yikes,big yikes 는 미국에서 자주 쓰이는 실생활 표현입니다.,친구,고급,"I heard that and I was like, 'big yikes'!"
782,soft launch,soft launch 는 미국에서 자주 쓰이는 실생활 표현입니다.,일상,초급,"I heard that and I was like, 'soft launch'!"
783,cap,cap 는 미국에서 자주 쓰이는 실생활 표현입니다.,공감,중급,"I heard that and I was like, 'cap'!"
784,lowkey,lowkey 는 미국에서 자주 쓰이는 실생활 표현입니다.,밈,고급,"I heard that and I was like, 'lowkey'!"
785,cap,cap 는 미국에서 자주 쓰이는 실생활 표현입니다.,공감,고급,"I heard that and I was like, 'cap'!"
786,highkey,highkey 는 미국에서 자주 쓰이는 실생활 표현입니다.,일상,중급,"I heard that and I was like, 'highkey'!"
787,hard launch,hard launch 는 미국에서 자주 쓰이는 실생활 표현입니다.,친구,고급,"I heard that and I was like, 'hard launch'!"
788,get roasted,get roasted 는 미국에서 자주 쓰이는 실생활 표현입니다.,친구,중급,"I heard that and I was like, 'get roasted'!"
789,fire,fire 는 미국에서 자주 쓰이는 실생활 표현입니다.,공감,중급,"I heard that and I was like, 'fire'!"
790,read someone,read someone 는 미국에서 자주 쓰이는 실생활 표현입니다.,SNS,중급,"I heard that and I was like, 'read someone'!"
791,dead,dead 는 미국에서 자주 쓰이는 실생활 표현입니다.,강조,중급,"I heard that and I was like, 'dead'!"
792,cap,cap 는 미국에서 자주 쓰이는 실생활 표현입니다.,감정,초급,"I heard that and I was like, 'cap'!"
793,catch feels,catch feels 는 미국에서 자주 쓰이는 실생활 표현입니다.,강조,초급,"I heard that and I was like, 'catch feels'!"
794,bench someone,bench someone 는 미국에서 자주 쓰이는 실생활 표현입니다.,연애,고급,"I heard that and I was like, 'bench someone'!"
795,receipts,receipts 는 미국에서 자주 쓰이는 실생활 표현입니다.,유행어,초급,"I heard that and I was like, 'receipts'!"
796,in my bag,in my bag 는 미국에서 자주 쓰이는 실생활 표현입니다.,연애,고급,"I heard that and I was like, 'in my bag'!"
797,hard launch,hard launch 는 미국에서 자주 쓰이는 실생활 표현입니다.,감정,고급,"I heard that and I was like, 'hard launch'!"
798,big yikes,big yikes 는 미국에서 자주 쓰이는 실생활 표현입니다.,인터넷,고급,"I heard that and I was like, 'big yikes'!"
799,that’s wild,that’s wild 는 미국에서 자주 쓰이는 실생활 표현입니다.,인터넷,고급,"I heard that and I was like, 'that’s wild'!"
800,sus,sus 는 미국에서 자주 쓰이는 실생활 표현입니다.,일상,고급,"I heard that and I was like, 'sus'!"
801,catch feels,catch feels 는 미국에서 자주 쓰이는 실생활 표현입니다.,유행어,초급,"I heard that and I was like, 'catch feels'!"
802,cheugy,cheugy 는 미국에서 자주 쓰이는 실생활 표현입니다.,연애,초급,"I heard that and I was like, 'cheugy'!"
803,throw shade,throw shade 는 미국에서 자주 쓰이는 실생활 표현입니다.,유행어,초급,"I heard that and I was like, 'throw shade'!"
804,cap,cap 는 미국에서 자주 쓰이는 실생활 표현입니다.,연애,고급,"I heard that and I was like, 'cap'!"
805,highkey,highkey 는 미국에서 자주 쓰이는 실생활 표현입니다.,강조,초급,"I heard that and I was like, 'highkey'!"
806,extra,extra 는 미국에서 자주 쓰이는 실생활 표현입니다.,친구,중급,"I heard that and I was like, 'extra'!"
807,bet,bet 는 미국에서 자주 쓰이는 실생활 표현입니다.,인터넷,중급,"I heard that and I was like, 'bet'!"
808,thirst trap,thirst trap 는 미국에서 자주 쓰이는 실생활 표현입니다.,감정,중급,"I heard that and I was like, 'thirst trap'!"
809,on point,on point 는 미국에서 자주 쓰이는 실생활 표현입니다.,강조,초급,"I heard that and I was like, 'on point'!"
810,big yikes,big yikes 는 미국에서 자주 쓰이는 실생활 표현입니다.,연애,중급,"I heard that and I was like, 'big yikes'!"
811,sus,sus 는 미국에서 자주 쓰이는 실생활 표현입니다.,연애,초급,"I heard that and I was like, 'sus'!"
812,we move,we move 는 미국에서 자주 쓰이는 실생활 표현입니다.,공감,초급,"I heard that and I was like, 'we move'!"
813,salty,salty 는 미국에서 자주 쓰이는 실생활 표현입니다.,감정,고급,"I heard that and I was like, 'salty'!"
814,bet,bet 는 미국에서 자주 쓰이는 실생활 표현입니다.,공감,초급,"I heard that and I was like, 'bet'!"
815,on point,on point 는 미국에서 자주 쓰이는 실생활 표현입니다.,유행어,초급,"I heard that and I was like, 'on point'!"
816,lowkey,lowkey 는 미국에서 자주 쓰이는 실생활 표현입니다.,인터넷,고급,"I heard that and I was like, 'lowkey'!"
817,curve someone,curve someone 는 미국에서 자주 쓰이는 실생활 표현입니다.,연애,중급,"I heard that and I was like, 'curve someone'!"
818,spill the tea,spill the tea 는 미국에서 자주 쓰이는 실생활 표현입니다.,공감,초급,"I heard that and I was like, 'spill the tea'!"
819,deep cut,deep cut 는 미국에서 자주 쓰이는 실생활 표현입니다.,SNS,초급,"I heard that and I was like, 'deep cut'!"
820,vibe check,vibe check 는 미국에서 자주 쓰이는 실생활 표현입니다.,공감,초급,"I heard that and I was like, 'vibe check'!"
